Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
4/30/2015 12:25,LARCENY/THEFT,GRAND THEFT FROM PERSON,Thursday,TENDERLOIN,"ARREST, BOOKED",FULTON ST / HYDE ST,-122.4151278,37.77978707
4/30/2015 12:25,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE,HYDE ST / BEACH ST,-122.4205641,37.80665678
4/30/2015 12:18,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,RICHMOND,"ARREST, BOOKED",5200 Block of GEARY BL,-122.4756465,37.78063128
4/30/2015 12:18,OTHER OFFENSES,PROBATION VIOLATION,Thursday,RICHMOND,"ARREST, BOOKED",5200 Block of GEARY BL,-122.4756465,37.78063128
4/30/2015 12:18,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,RICHMOND,"ARREST, BOOKED",5200 Block of GEARY BL,-122.4756465,37.78063128
4/30/2015 12:17,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007
4/30/2015 12:15,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,NORTHERN,NONE,1200 Block of STEINER ST,-122.433949,37.78075298
4/30/2015 12:15,LARCENY/THEFT,GRAND THEFT BICYCLE,Thursday,CENTRAL,NONE,600 Block of KEARNY ST,-122.4048219,37.79422862
4/30/2015 12:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,200 Block of 7TH ST,-122.4086487,37.77731103
4/30/2015 12:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Thursday,BAYVIEW,NONE,400 Block of 23RD ST,-122.3849999,37.75551975
4/30/2015 12:00,VEHICLE THEFT,ATTEMPTED STOLEN VEHICLE,Thursday,TARAVAL,NONE,2200 Block of 48TH AV,-122.5070314,37.74445791
4/30/2015 12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,TARAVAL,NONE,2200 Block of 48TH AV,-122.5070314,37.74445791
4/30/2015 12:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,MISSION,NONE,2700 Block of 23RD ST,-122.4078905,37.75442483
4/30/2015 12:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,-122.4390659,37.74427748
4/30/2015 12:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,NORTHERN,NONE,1000 Block of ELLIS ST,-122.423478,37.78345321
4/30/2015 12:00,FRAUD,FRAUDULENT CREDIT APPLICATION,Thursday,PARK,NONE,1800 Block of TURK ST,-122.4395958,37.77960118
4/30/2015 12:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Thursday,PARK,NONE,1800 Block of TURK ST,-122.4395958,37.77960118
4/30/2015 11:38,NON-CRIMINAL,AIDED CASE,Thursday,NORTHERN,NONE,500 Block of DUBOCE AV,-122.4320318,37.76922237
4/30/2015 11:30,NON-CRIMINAL,LOST PROPERTY,Thursday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
4/30/2015 11:30,NON-CRIMINAL,AIDED CASE,Thursday,TARAVAL,NONE,1300 Block of 36TH AV,-122.4952082,37.76181335
4/30/2015 11:04,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,NONE,3700 Block of 17TH ST,-122.4296336,37.7627652
4/30/2015 11:00,WEAPON LAWS,POSSESSION OF AIR GUN,Thursday,INGLESIDE,NONE,500 Block of YALE ST,-122.4156715,37.72266485
4/30/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,SOUTHERN,NONE,400 Block of 10TH ST,-122.4105412,37.77091306
4/30/2015 11:00,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Thursday,SOUTHERN,NONE,0 Block of NORFOLK ST,-122.4135812,37.77093148
4/30/2015 11:00,FRAUD,"FALSE PRETENSES, GRAND THEFT",Thursday,MISSION,NONE,0 Block of VIRGIL ST,-122.4155341,37.75000152
